trade_date,ts_code,name,open,low,high,close,change,pct_change,vol,amount,pe,pb,float_mv,total_mv
2022-02-07,801730.SI,电力设备,11431.67,11234.54,11526.98,11284.92,104.37,0.93,327240.0,7872200.0,50.05,5.65,344763352.0,654466436.35199
2022-02-08,801730.SI,电力设备,11268.64,10629.78,11268.64,10896.01,-388.91,-3.45,340487.0,8496576.0,48.32,5.46,332886085.0,631937327.697411
2022-02-09,801730.SI,电力设备,10879.81,10689.77,10982.53,10968.64,72.63,0.67,339486.0,7443687.0,48.64,5.49,335105097.0,636183259.662626
2022-02-10,801730.SI,电力设备,11000.82,10461.18,11000.82,10606.55,-362.09,-3.3,363027.0,9341893.0,47.03,5.31,324037062.0,614665683.166808
2022-02-11,801730.SI,电力设备,10465.81,10249.91,10593.27,10265.67,-340.88,-3.21,362016.0,8688818.0,45.52,5.14,313635497.0,594979717.865744
2022-02-14,801730.SI,电力设备,10172.08,10167.32,10438.42,10322.7,57.03,0.56,269905.0,6885244.0,45.77,5.17,315378900.0,597968672.519251
2022-02-15,801730.SI,电力设备,10414.73,10346.1,10737.28,10728.3,405.6,3.93,295756.0,7893027.0,47.57,5.37,327937430.0,621377924.984578
2022-02-16,801730.SI,电力设备,10792.2,10677.35,10858.38,10737.05,8.75,0.08,284188.0,6623042.0,47.61,5.38,328248952.0,622401756.314433
2022-02-17,801730.SI,电力设备,10721.18,10691.51,11058.8,10966.42,229.37,2.14,390864.0,9464591.0,48.62,5.49,335265799.0,635272680.906903
2022-02-18,801730.SI,电力设备,10854.02,10774.18,10900.77,10833.44,-132.98,-1.21,277291.0,6550754.0,48.03,5.43,331145638.0,627772824.021495
2022-02-21,801730.SI,电力设备,10827.68,10705.25,10849.24,10803.47,-29.97,-0.28,324724.0,7015166.0,47.91,5.41,330344117.0,625793070.321876
2022-02-22,801730.SI,电力设备,10726.18,10614.65,10822.62,10798.6,-4.87,-0.05,373098.0,8202183.0,47.8,5.41,330560070.0,625188669.9368
2022-02-23,801730.SI,电力设备,10831.34,10831.34,11167.19,11165.78,367.18,3.4,410054.0,9867075.0,49.43,5.6,341804649.0,646275974.978753
2022-02-24,801730.SI,电力设备,11053.07,10884.66,11351.2,11052.92,-112.86,-1.01,606203.0,12326846.0,48.93,5.54,338349753.0,639686227.63319
2022-02-25,801730.SI,电力设备,11272.18,11208.61,11436.35,11293.93,241.01,2.18,445043.0,9841446.0,50.0,5.66,345940008.0,653342247.231962
2022-02-28,801730.SI,电力设备,11268.17,11215.49,11464.9,11464.9,170.97,1.51,396832.0,9180433.0,50.77,5.74,351307979.0,662902406.091755
2022-03-01,801730.SI,电力设备,11618.66,11429.38,11682.59,11497.6,32.7,0.29,446916.0,10229930.0,50.91,5.76,352456772.0,664162980.821128
2022-03-02,801730.SI,电力设备,11446.58,11161.81,11446.64,11336.67,-160.93,-1.4,438553.0,9027914.0,50.19,5.68,347531114.0,655161553.195006
2022-03-03,801730.SI,电力设备,11392.32,11113.59,11407.28,11124.75,-211.92,-1.87,427843.0,8195914.0,49.23,5.57,341032585.0,643132755.981159
2022-03-04,801730.SI,电力设备,10984.22,10855.51,11142.68,10894.57,-230.18,-2.07,393355.0,8206681.0,48.2,5.45,334047790.0,630364004.636561
2022-03-07,801730.SI,电力设备,10773.33,10464.26,10773.33,10502.07,-392.5,-3.6,378320.0,8667659.0,46.46,5.26,321980330.0,607404763.857866
2022-03-08,801730.SI,电力设备,10560.93,10308.45,10626.01,10393.9,-108.17,-1.03,469887.0,10432207.0,45.93,5.2,318663907.0,600837223.85139
2022-03-09,801730.SI,电力设备,10491.57,9989.87,10574.72,10464.88,70.98,0.68,510289.0,10987960.0,46.24,5.24,320850057.0,605122197.707064
2022-03-10,801730.SI,电力设备,10837.2,10811.99,11044.56,10879.54,414.66,3.96,528745.0,12352982.0,48.08,5.45,333537482.0,628326188.922867
2022-03-11,801730.SI,电力设备,10684.23,10494.22,10840.07,10833.9,-45.64,-0.42,440300.0,9857622.0,47.87,5.41,332210064.0,625502997.292487
2022-03-14,801730.SI,电力设备,10694.42,10466.91,10771.38,10466.91,-366.99,-3.39,357857.0,7939187.0,46.26,5.23,321041097.0,603973665.701445
2022-03-15,801730.SI,电力设备,10367.11,10207.5,10663.46,10207.5,-259.41,-2.48,443565.0,9549185.0,45.21,5.1,313107570.0,588753367.77852
2022-03-16,801730.SI,电力设备,10440.83,10104.8,10750.44,10750.44,542.94,5.32,521939.0,12436065.0,47.62,5.36,329863048.0,619619185.073718
2022-03-17,801730.SI,电力设备,10961.9,10900.3,11140.12,10906.89,156.45,1.46,509268.0,13104410.0,48.42,5.44,334788250.0,629334868.172641
2022-03-18,801730.SI,电力设备,10819.85,10652.74,10849.91,10817.3,-89.59,-0.82,345523.0,7951886.0,47.99,5.39,331787230.0,624014604.528322
2022-03-21,801730.SI,电力设备,10868.25,10860.17,11077.19,10943.89,126.59,1.17,378940.0,8769016.0,48.55,5.46,335661720.0,631267288.645863
2022-03-22,801730.SI,电力设备,10941.79,10691.32,10941.91,10759.59,-184.3,-1.68,356820.0,7662640.0,47.42,5.36,329897931.0,620334345.949311
2022-03-23,801730.SI,电力设备,10882.44,10780.96,10987.97,10844.24,84.65,0.79,466931.0,8336099.0,47.79,5.4,332493433.0,626053497.87819
2022-03-24,801730.SI,电力设备,10761.43,10528.2,10769.6,10690.74,-153.5,-1.42,431685.0,7567877.0,47.11,5.32,327798821.0,617380291.995297
2022-03-25,801730.SI,电力设备,10684.97,10379.31,10687.97,10379.31,-311.43,-2.91,339508.0,6862076.0,45.71,5.16,318208589.0,599672310.560656
2022-03-28,801730.SI,电力设备,10330.15,10141.17,10332.34,10217.73,-161.58,-1.56,312689.0,6728614.0,45.14,5.08,313049286.0,590278090.495539
2022-03-29,801730.SI,电力设备,10269.68,10120.28,10367.24,10178.25,-39.48,-0.39,310647.0,6374310.0,44.79,5.05,311973604.0,587978400.409953
2022-03-30,801730.SI,电力设备,10273.14,10273.13,10594.81,10594.81,416.56,4.09,332094.0,7761546.0,46.41,5.26,324794170.0,612459286.850519
2022-03-31,801730.SI,电力设备,10542.42,10251.97,10542.45,10307.48,-287.33,-2.71,374414.0,7413016.0,45.05,5.08,315947150.0,596601028.811981
2022-04-01,801730.SI,电力设备,10227.62,10207.36,10460.55,10345.6,38.13,0.37,302289.0,6011088.0,45.21,5.1,317188140.0,598642171.206292
2022-04-06,801730.SI,电力设备,10288.85,10009.85,10288.85,10085.66,-259.94,-2.51,315843.0,6267307.0,44.08,4.97,309327905.0,584208416.505736
2022-04-07,801730.SI,电力设备,10015.42,9867.36,10062.32,9900.49,-185.17,-1.84,299469.0,5624511.0,42.97,4.85,301633189.0,570177994.101167
2022-04-08,801730.SI,电力设备,9919.38,9765.47,10027.1,9861.18,-39.31,-0.4,290450.0,5672364.0,42.79,4.83,300523799.0,568022584.471864
2022-04-11,801730.SI,电力设备,9708.95,9297.83,9709.1,9326.12,-535.06,-5.43,331572.0,6913825.0,40.39,4.54,282198413.0,536871336.48309
2022-04-12,801730.SI,电力设备,9345.32,9270.73,9484.76,9484.76,158.64,1.7,286766.0,5462641.0,40.37,4.6,287006899.0,545842395.845826
2022-04-13,801730.SI,电力设备,9417.87,9306.74,9512.44,9329.98,-154.78,-1.63,247827.0,4826268.0,39.73,4.51,282398141.0,536456111.072466
2022-04-14,801730.SI,电力设备,9439.73,9192.93,9444.86,9272.74,-57.24,-0.61,228740.0,5220737.0,39.49,4.48,280643655.0,532807775.198611
2022-04-15,801730.SI,电力设备,9178.2,8948.05,9212.44,9134.5,-138.24,-1.49,275616.0,6084335.0,38.67,4.39,276459627.0,525465169.10364
2022-04-18,801730.SI,电力设备,9049.17,8953.83,9338.94,9338.94,204.44,2.24,248686.0,5324970.0,39.48,4.49,283059925.0,537575591.80325
2022-04-19,801730.SI,电力设备,9343.14,9250.72,9496.47,9280.98,-57.96,-0.62,243682.0,5343213.0,39.23,4.47,281336791.0,533937212.564162
2022-04-20,801730.SI,电力设备,9201.19,8885.69,9201.19,8901.92,-379.06,-4.08,257545.0,6101753.0,37.69,4.27,269988946.0,512792269.819146
2022-04-21,801730.SI,电力设备,8870.04,8518.14,8937.81,8565.29,-336.63,-3.78,321972.0,6422725.0,36.27,4.11,259756015.0,493639250.420161
2022-04-22,801730.SI,电力设备,8501.75,8451.63,8602.54,8504.44,-60.85,-0.71,259938.0,5395684.0,34.57,4.04,257837709.0,489984055.498002
2022-04-25,801730.SI,电力设备,8264.34,7890.59,8273.58,7890.59,-613.85,-7.22,365012.0,6449247.0,31.94,3.72,239234028.0,454987896.566324
2022-04-26,801730.SI,电力设备,7895.53,7696.96,7981.0,7697.91,-192.68,-2.44,347031.0,5856090.0,30.76,3.6,234106922.0,444036443.074637
2022-04-27,801730.SI,电力设备,7585.97,7585.97,8327.81,8322.4,624.49,8.11,430420.0,8182549.0,32.96,3.84,253098717.0,479557735.262009
2022-04-28,801730.SI,电力设备,8237.93,8213.28,8484.75,8322.87,0.47,0.01,355278.0,7813231.0,33.09,3.8,253061333.0,478851868.216899
2022-04-29,801730.SI,电力设备,8412.89,8273.02,8724.52,8706.36,383.49,4.61,384082.0,8103462.0,35.2,3.93,264728088.0,500820922.192577
2022-05-05,801730.SI,电力设备,8526.88,8443.7,8755.56,8624.03,-82.33,-0.95,335636.0,8175679.0,31.62,3.89,262247589.0,496252307.423552
2022-05-06,801730.SI,电力设备,8387.27,8387.27,8644.66,8500.98,-123.05,-1.43,247037.0,4928270.0,31.17,3.83,258540630.0,489611924.965101
2022-05-09,801730.SI,电力设备,8470.38,8470.21,8622.33,8546.99,46.01,0.54,217367.0,4291545.0,31.33,3.85,260059829.0,492412596.031929
2022-05-10,801730.SI,电力设备,8397.53,8397.53,8867.19,8788.2,241.21,2.82,348860.0,7357567.0,32.22,3.96,268397736.0,507340209.885394
2022-05-11,801730.SI,电力设备,8819.39,8814.74,9365.28,9157.35,369.15,4.2,457037.0,10063750.0,33.45,4.14,281756269.0,528424212.901252
2022-05-12,801730.SI,电力设备,9087.29,9026.84,9166.04,9097.91,-59.44,-0.65,344705.0,6431221.0,33.36,4.1,277915091.0,525074379.605602
2022-05-13,801730.SI,电力设备,9171.33,9070.56,9219.71,9170.11,72.2,0.79,273550.0,5325430.0,33.62,4.13,280092478.0,528876398.23732
2022-05-16,801730.SI,电力设备,9238.97,9081.64,9359.17,9081.64,-88.47,-0.96,270451.0,5442721.0,33.31,4.09,277393192.0,524701957.845657
2022-05-17,801730.SI,电力设备,9110.31,9086.08,9391.77,9375.63,293.99,3.24,332233.0,6664660.0,34.4,4.22,286373237.0,541571894.214691
2022-05-18,801730.SI,电力设备,9407.55,9334.35,9491.88,9422.55,46.92,0.5,335970.0,6381171.0,34.57,4.24,287818494.0,544711893.455607
2022-05-19,801730.SI,电力设备,9293.91,9293.91,9719.3,9697.68,275.13,2.92,457764.0,9256746.0,35.6,4.37,296603537.0,560403535.190893
2022-05-20,801730.SI,电力设备,9773.52,9642.5,9845.14,9836.12,138.44,1.43,454815.0,9089302.0,36.1,4.43,300875443.0,567905438.143085
2022-05-23,801730.SI,电力设备,9828.53,9605.15,9828.53,9782.63,-53.49,-0.54,398039.0,7536565.0,35.93,4.41,299490060.0,565159273.104363
2022-05-24,801730.SI,电力设备,9750.14,9409.17,9792.4,9410.42,-372.21,-3.8,470355.0,8725647.0,34.56,4.24,288112943.0,544166825.187836
2022-05-25,801730.SI,电力设备,9410.18,9300.15,9486.94,9486.94,76.52,0.81,399042.0,7317298.0,34.7,4.26,289345852.0,545496583.111663
2022-05-26,801730.SI,电力设备,9496.08,9303.22,9591.96,9464.62,-22.32,-0.24,387244.0,7051284.0,34.76,4.27,289664506.0,546948398.603626
2022-05-27,801730.SI,电力设备,9535.81,9383.29,9673.35,9443.46,-21.16,-0.22,356223.0,6437775.0,34.68,4.26,289019384.0,545781517.133839
2022-05-30,801730.SI,电力设备,9505.3,9435.83,9567.69,9567.69,124.23,1.32,352151.0,6381344.0,35.13,4.31,292755476.0,552721950.513777
2022-05-31,801730.SI,电力设备,9653.3,9517.73,9805.88,9788.71,221.02,2.31,486978.0,9145288.0,35.96,4.41,299559162.0,565533813.998858
2022-06-01,801730.SI,电力设备,9767.4,9701.47,9980.42,9926.58,137.87,1.41,457766.0,8622855.0,36.23,4.45,301755442.0,568476390.098202
2022-06-02,801730.SI,电力设备,9897.22,9872.97,10178.68,10159.34,232.76,2.34,496194.0,9709453.0,37.28,4.57,310750270.0,584865212.905784
2022-06-06,801730.SI,电力设备,10175.17,10175.16,10708.72,10625.47,466.13,4.59,561167.0,12074189.0,37.98,4.66,316536736.0,599274873.405806
2022-06-07,801730.SI,电力设备,10719.08,10482.62,10736.75,10565.67,-59.8,-0.56,512868.0,10861920.0,38.88,4.77,324287329.0,608772925.488925
2022-06-08,801730.SI,电力设备,10569.38,10248.92,10591.49,10580.03,14.36,0.14,508800.0,11614394.0,38.93,4.78,324992097.0,609431091.760102
2022-06-09,801730.SI,电力设备,10496.95,10282.83,10541.09,10346.76,-233.27,-2.2,427532.0,8869537.0,38.09,4.67,318154534.0,595474905.473596
2022-06-10,801730.SI,电力设备,10262.44,10262.41,10671.74,10660.6,313.84,3.03,537758.0,11294245.0,39.25,4.81,327733874.0,613593039.11652
2022-06-13,801730.SI,电力设备,10542.41,10542.41,10828.02,10735.98,75.38,0.71,577301.0,11522480.0,39.51,4.85,330132838.0,617123496.360878
2022-06-14,801730.SI,电力设备,10589.51,10314.77,10660.08,10653.54,-82.44,-0.77,542742.0,11285770.0,39.22,4.81,327621629.0,612404716.563082
2022-06-15,801730.SI,电力设备,10707.26,10471.71,10820.83,10599.01,-54.53,-0.51,504126.0,11854329.0,39.02,4.78,326046325.0,609862989.480713
2022-06-16,801730.SI,电力设备,10598.28,10598.28,10843.52,10723.06,124.05,1.17,440110.0,10038415.0,39.48,4.84,329903029.0,616734535.440944
2022-06-17,801730.SI,电力设备,10634.34,10634.34,11143.12,11131.1,408.04,3.81,625207.0,13818243.0,41.0,5.03,342437459.0,640413033.079631
2022-06-20,801730.SI,电力设备,11261.72,11243.73,11528.45,11365.08,233.98,2.1,703218.0,15352053.0,41.88,5.13,349850086.0,655408540.178827
2022-06-21,801730.SI,电力设备,11355.52,11135.64,11408.93,11275.49,-89.59,-0.79,620895.0,12508214.0,41.56,5.09,347150980.0,650805633.389264
2022-06-22,801730.SI,电力设备,11299.82,11299.82,11571.4,11354.22,78.73,0.7,603164.0,12352005.0,41.7,5.11,348331819.0,651887833.283125
2022-06-23,801730.SI,电力设备,11423.98,11260.47,11697.58,11697.58,343.36,3.02,698009.0,12873223.0,43.14,5.28,360570268.0,674767232.493223
2022-06-24,801730.SI,电力设备,11796.42,11764.41,12022.8,12022.8,325.22,2.78,720184.0,14653679.0,44.33,5.43,371153589.0,696319736.587633
2022-06-27,801730.SI,电力设备,12108.12,11903.14,12108.12,11984.64,-38.16,-0.32,734242.0,14663443.0,44.19,5.41,370254553.0,694514419.688554
2022-06-28,801730.SI,电力设备,11967.64,11773.68,12148.79,12132.85,148.21,1.24,723768.0,14367579.0,44.74,5.48,374833251.0,701954343.009503
2022-06-29,801730.SI,电力设备,12031.45,11598.77,12049.96,11611.3,-521.55,-4.3,725734.0,15127269.0,42.82,5.25,358727222.0,671745648.526184
2022-06-30,801730.SI,电力设备,11616.85,11572.85,11962.73,11863.42,252.12,2.17,581555.0,12940837.0,43.69,5.35,366079795.0,683832697.606958
2022-07-01,801730.SI,电力设备,11875.19,11667.32,11936.27,11725.82,-137.6,-1.16,500255.0,11695981.0,43.27,5.3,362829265.0,677145610.96125
2022-07-04,801730.SI,电力设备,11597.46,11520.3,11945.79,11944.17,218.35,1.86,546464.0,13475181.0,44.0,5.37,364905052.0,695937271.280134
2022-07-05,801730.SI,电力设备,11995.79,11786.31,12060.05,12002.52,58.35,0.49,606535.0,14325116.0,44.22,5.4,366578747.0,699324478.656194
2022-07-06,801730.SI,电力设备,11994.15,11783.07,12107.29,11919.59,-82.93,-0.69,564301.0,12618506.0,43.91,5.36,364188585.0,694553420.191213
2022-07-07,801730.SI,电力设备,11947.3,11884.26,12334.05,12323.61,404.02,3.39,652239.0,15381053.0,45.4,5.54,376553951.0,717944378.76066
2022-07-08,801730.SI,电力设备,12428.57,11998.43,12462.47,12019.75,-303.86,-2.47,625415.0,14570419.0,44.29,5.41,367378008.0,700720524.244662
2022-07-11,801730.SI,电力设备,11938.99,11611.27,11939.07,11752.48,-267.27,-2.22,606827.0,13204164.0,43.3,5.28,359209016.0,685803843.643883
2022-07-12,801730.SI,电力设备,11762.05,11556.63,11892.66,11597.25,-155.23,-1.32,602029.0,12631478.0,42.72,5.21,354464367.0,676838611.478225
2022-07-13,801730.SI,电力设备,11621.28,11502.96,12014.53,11958.24,360.99,3.11,703338.0,14666496.0,44.15,5.38,365509044.0,699364869.325224
2022-07-14,801730.SI,电力设备,11919.05,11897.17,12438.6,12327.89,369.65,3.09,791339.0,16343644.0,45.45,5.53,373714066.0,720768888.329565
2022-07-15,801730.SI,电力设备,12250.59,12158.48,12438.1,12158.48,-169.41,-1.37,753390.0,15798075.0,44.82,5.45,368468775.0,710954865.574051
2022-07-18,801730.SI,电力设备,12256.17,11997.16,12331.91,12302.08,143.6,1.18,700885.0,14960149.0,45.35,5.51,372825149.0,719804829.178982
2022-07-19,801730.SI,电力设备,12287.48,11975.13,12287.48,12001.53,-300.55,-2.44,685823.0,13585009.0,44.24,5.38,363726225.0,702175784.490014
2022-07-20,801730.SI,电力设备,12075.98,11979.81,12126.74,12059.93,58.4,0.49,622634.0,11789466.0,44.48,5.41,365497065.0,706363091.144244
2022-07-21,801730.SI,电力设备,12036.73,11910.17,12180.64,11910.17,-149.76,-1.24,682217.0,12838769.0,43.92,5.34,360958388.0,698814085.315931
2022-07-22,801730.SI,电力设备,12011.48,11846.85,12130.12,11964.94,54.77,0.46,731521.0,13153422.0,44.13,5.36,362639949.0,702276597.176169
2022-07-25,801730.SI,电力设备,11954.45,11616.6,11954.45,11643.76,-321.18,-2.68,691595.0,11766348.0,42.95,5.22,352905438.0,682924545.982541
2022-07-26,801730.SI,电力设备,11642.55,11568.17,11866.43,11773.64,129.88,1.12,623184.0,10757715.0,43.43,5.28,356868426.0,690879318.07177
2022-07-27,801730.SI,电力设备,11773.77,11692.58,11955.97,11951.33,177.69,1.51,671069.0,12304727.0,44.09,5.36,362346856.0,700706634.659589
2022-07-28,801730.SI,电力设备,12045.46,11799.49,12071.54,11833.96,-117.37,-0.98,670699.0,13279560.0,43.64,5.3,359044898.0,695342646.382836
2022-07-29,801730.SI,电力设备,11886.93,11801.26,12058.81,11818.36,-15.6,-0.13,746240.0,13570986.0,43.6,5.3,358625265.0,695426160.598519
2022-08-01,801730.SI,电力设备,11778.25,11661.08,12095.5,12089.05,270.69,2.29,687193.0,13772942.0,44.99,5.31,370368644.0,718872720.714879
2022-08-02,801730.SI,电力设备,11871.86,11682.62,11976.46,11781.58,-307.47,-2.54,837564.0,14598609.0,43.76,5.17,361265131.0,700849588.155771
2022-08-03,801730.SI,电力设备,11853.83,11376.32,11989.39,11439.44,-342.14,-2.9,755863.0,14131584.0,42.53,5.03,351125631.0,680768975.761434
2022-08-04,801730.SI,电力设备,11515.69,11288.98,11573.1,11448.11,8.67,0.08,645680.0,11469811.0,42.58,5.03,351401679.0,681492278.059082
2022-08-05,801730.SI,电力设备,11472.02,11300.81,11595.36,11508.42,60.31,0.53,645506.0,11169655.0,42.81,5.06,353251505.0,684697710.134556
2022-08-08,801730.SI,电力设备,11422.9,11296.39,11601.78,11599.31,90.89,0.79,582203.0,10750687.0,43.14,5.1,356083046.0,690848600.231446
2022-08-09,801730.SI,电力设备,11586.11,11557.82,11950.42,11831.41,232.1,2.0,673049.0,13930107.0,44.0,5.2,363276372.0,704441552.054312
2022-08-10,801730.SI,电力设备,11808.75,11695.16,11823.88,11761.42,-69.99,-0.59,700097.0,12561442.0,43.73,5.17,361133419.0,701094434.64812
2022-08-11,801730.SI,电力设备,11819.74,11591.49,11884.04,11882.93,121.51,1.03,671154.0,12798731.0,44.19,5.22,365046335.0,708317867.134914
2022-08-12,801730.SI,电力设备,11852.23,11670.66,11884.72,11674.26,-208.67,-1.76,608087.0,10661171.0,43.39,5.12,358400297.0,695509528.839976
2022-08-15,801730.SI,电力设备,11674.07,11673.96,12103.15,12065.55,391.28,3.35,633884.0,13571087.0,44.84,5.29,370586263.0,718985570.155715
2022-08-16,801730.SI,电力设备,12118.26,12118.24,12372.32,12238.48,172.93,1.43,798122.0,15800205.0,45.48,5.36,375897618.0,729269050.267649
2022-08-17,801730.SI,电力设备,12276.78,12257.1,12440.95,12405.53,167.05,1.36,864891.0,16866061.0,46.1,5.44,381127158.0,739207955.889817
2022-08-18,801730.SI,电力设备,12408.88,12408.88,12624.97,12512.49,106.95,0.86,878889.0,16840019.0,46.49,5.47,384413073.0,745090371.979466
2022-08-19,801730.SI,电力设备,12544.65,12151.85,12544.65,12162.15,-350.34,-2.8,818955.0,17269854.0,45.19,5.32,373665581.0,724331237.571939
2022-08-22,801730.SI,电力设备,12130.52,11979.54,12267.36,12253.24,91.09,0.75,681597.0,14764766.0,45.54,5.34,376468425.0,730012648.142651
2022-08-23,801730.SI,电力设备,12218.17,12218.17,12474.33,12398.77,145.53,1.19,759640.0,15040227.0,46.08,5.4,380941127.0,738574112.631775
2022-08-24,801730.SI,电力设备,12496.01,11866.07,12496.01,11889.87,-508.9,-4.1,802272.0,15877649.0,44.19,5.0,365321093.0,708291719.204195
2022-08-25,801730.SI,电力设备,11933.01,11507.7,11933.01,11651.08,-238.79,-2.01,694231.0,13228939.0,43.36,4.88,358353575.0,693742727.444451
2022-08-26,801730.SI,电力设备,11677.59,11515.68,11776.73,11537.51,-113.57,-0.97,585547.0,11631442.0,42.76,4.77,351658301.0,686615764.059414
2022-08-29,801730.SI,电力设备,11327.84,11321.57,11626.94,11613.3,75.79,0.66,593589.0,11267132.0,43.03,4.8,353986407.0,691299918.183209
2022-08-30,801730.SI,电力设备,11632.34,11405.27,11632.45,11432.63,-180.67,-1.56,583776.0,10860160.0,42.36,4.71,348479367.0,676622845.042857
2022-08-31,801730.SI,电力设备,11355.43,10845.09,11423.72,10886.63,-546.0,-4.78,649910.0,13104456.0,40.35,4.48,331865971.0,644599575.310885
2022-09-01,801730.SI,电力设备,10897.34,10784.75,10997.86,10796.41,-90.22,-0.83,447198.0,8805912.0,35.38,4.45,329117651.0,638832083.017938
2022-09-02,801730.SI,电力设备,10850.36,10598.06,10850.36,10726.45,-69.96,-0.65,391442.0,8123092.0,35.16,4.42,327041631.0,635377021.134674
2022-09-05,801730.SI,电力设备,10714.69,10714.69,10927.93,10829.42,102.97,0.96,376311.0,8061927.0,35.49,4.46,330309747.0,642052727.214062
2022-09-06,801730.SI,电力设备,10875.62,10649.21,11109.68,11106.4,276.98,2.56,501128.0,11728558.0,36.4,4.57,338705630.0,657217209.164357
2022-09-07,801730.SI,电力设备,11025.72,11025.72,11403.02,11312.03,205.63,1.85,508777.0,11237639.0,36.88,4.63,342105293.0,670652862.13422
2022-09-08,801730.SI,电力设备,11305.21,11107.42,11342.08,11121.23,-190.8,-1.69,466649.0,9375447.0,36.26,4.56,336365532.0,658752748.919171
2022-09-09,801730.SI,电力设备,11139.76,10933.93,11139.76,11065.27,-55.96,-0.5,371104.0,7624622.0,36.08,4.54,334786893.0,655414250.570509
2022-09-13,801730.SI,电力设备,11151.2,10903.28,11151.23,11059.27,-6.0,-0.05,345857.0,6944458.0,36.09,4.53,334862131.0,655810249.050278
2022-09-14,801730.SI,电力设备,10875.67,10721.55,11002.56,10803.97,-255.3,-2.31,378983.0,7856937.0,35.25,4.43,327164024.0,640390737.41985
2022-09-15,801730.SI,电力设备,10844.89,10107.75,10844.94,10193.4,-610.57,-5.65,557191.0,11715520.0,33.26,4.18,308674556.0,604266742.282207
2022-09-16,801730.SI,电力设备,10156.08,10036.04,10275.73,10036.04,-157.36,-1.54,376116.0,7644453.0,32.75,4.11,303906801.0,595440618.368281
2022-09-19,801730.SI,电力设备,10024.5,9964.19,10189.04,10023.8,-12.25,-0.12,338907.0,6630831.0,32.68,4.1,303883829.0,595353234.527307
2022-09-20,801730.SI,电力设备,10126.07,10125.63,10402.24,10258.96,235.16,2.35,368706.0,7791750.0,33.44,4.2,311016922.0,609549402.504195
2022-09-21,801730.SI,电力设备,10207.88,10093.95,10288.44,10197.74,-61.22,-0.6,328643.0,6333016.0,33.24,4.17,309301448.0,605980004.574824
